titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Fablab Sorbonne Université,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fablab.sorbonne-universites.fr/,SIMON Christian,+ 33 1 56 81 08 40,,,,,26 rue des Fossés Saint-Jacques,75005,Paris,France,,SIMON Christian,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le petit fablab de Paris,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://lepetitfablabdeparis.fr/,Andy et Laurent,,,,,,86 Av. Philippe Auguste,75011,Paris,France,,Andy et Laurent,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Fabrique des Mobilités,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,lafabriquedesmobilites.fr,,,,,,,3 Passage Saint-Pierre Amelot,75011,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
ASTS Fablab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://asts.paris/,,01 44 89 82 82,,,,,54 avenue edison,75013,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Homemakers,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.homemakers.fr/,Julia ou Gilles,06 19 36 19 19,,,,,35-37 rue des Favorites,75015,Paris,France,,Julia ou Gilles,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
WoMa,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://woma.fr,Minh,+33 1 40 18 59 21,,,,,15 bis rue Léon Giraud,75019,Paris,France,,Minh,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Carrefour Numérique – Cité des Sciences,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.cite-sciences.fr/fr/au-programme/lieux-ressources/carrefour-numerique2/,,,,,,,Cité des sciences et de l'industrie  30 avenue Corentin Cariou,75019,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Villette Makerz,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://villettemakerz.com/,,,,,,,211 avenue Jean Jaurès,75019,Paris,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
CRI Maker Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://makerlab.cri-paris.org/,Kevin,,,,,,Rue Charles V,75004,Paris,France,,Kevin,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Simplon Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fablab.simplon.co/,Michele de Trucco,,,,,,4 rue Serpollet,75020,Paris,France,,Michele de Trucco,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Volumes,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://volumesparis.org/,NR,,,,,,78 rue Compans,75019,Paris,France,,NR,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLab Descartes,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.fablab-descartes.com/,Jean-Christophe DE TAUZIA,01 60 53 62 45,,,,,2bis rue Alfred Nobel,,Champs-sur-Marne,France,,Jean-Christophe DE TAUZIA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab Moebius,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.fablab-moebius.org/,Naymeric Vilafruela,,,,,,8 Rue Théodore Rousseau,77630,Barbizon,France,,Naymeric Vilafruela,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
mobiLAB — Fondation Vedecom,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.vedecom.fr/,,+33 1 30 97 01 80,,,,,23 bis Allée des Marronniers,78000,Versailles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Hatlab / Sqylab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.hatlab.fr/,,01 39 38 09 50,,,,,4 rue Louis Lormand,,La Verrière,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
PlasciLab Planète Science,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.plascilab.fr/,,01.69.02.76.10,,,,,Espace des Sciences Plascilab  3 place Babel,91130,Ris Orangis,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Inria Digiscope,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.digiscope.fr/fr/platforms/fablab,Romain di Vozzo,,,,,,Laboratoire de Recherche en Informatique de l'université Paris-Saclay  bâtiment 660 Claude Shannon  Rue Noetzlin  91190 Gif-sur-Yvette  France,91400,Saclay,France,,Romain di Vozzo,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Faclab  université de Cergy-Pontoise,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.faclab.org/,Laurent Ricard,,,,,,1 avenue Marcel Paul  Z.A.C. des Barbanniers,92230,Genevilliers,France,,Laurent Ricard,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les fabriqueurs,,DIY,PROTECTION,DIY/FABLAB,,,,https://www.fabriqueurs.com/,,,,,,,6 avenue jean Jaures,92240,Malakoff,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
CESI,,DIY,PROTECTION,DIY/FABLAB,,,,https://recherche.cesi.fr/nanterre/,ROEKENS Benoît,01.55.17.80.00,,,,,93 boulevard de la Seine,92006,Nanterre,France,,ROEKENS Benoît,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
CO-DEV,,DIY,PROTECTION,DIY/FABLAB,,,,http://co-dev.org/,,09.67.18.94.36 / 06 86 95 26 43,,,,,23 rue Navoiseau,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La fabrique de l'espoir,,DIY,PROTECTION,DIY/FABLAB,,,,http://fablab-laverriere.org/,Frédérique Tissier,,,,,,2 places du 19 mars 1962,93100,Montreuil,France,,Frédérique Tissier,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Apedec,,DIY,PROTECTION,DIY/FABLAB,,,,http://www.apedec.org/,,,,,,,143 rue de rosny,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Maison Populaire,,DIY,PROTECTION,DIY/FABLAB,,,,https://www.maisonpop.fr/,,01 42 87 08 68,,,,,9bis rue Dombasle,93100,Montreuil,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Collège Louise Michel,,DIY,PROTECTION,DIY/FABLAB,,,,michel-clichysousbois.webcollege.fr/fablab/,,,,,,,,93390,Clichy-sous-Bois,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLab  groupe scolaire Yves Coppens,,DIY,PROTECTION,DIY/FABLAB,,,,,,+33 1 30 26 30 26,,,,,rue du Général-de-Gaulle,95370,Montigny-Lès-Cormeilles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
LabBoîte,,DIY,PROTECTION,DIY/FABLAB,,,,https://www.labboite.fr/,,,,,,,Parvis de la Préfecture,95000,Cergy-Pontoise,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
VoLab – VoRobotics,,DIY,PROTECTION,DIY/FABLAB,,,,http://www.vorobotics.com/wp/le-projet-volab/,,06.23.41.24.22,,,,,Rue de L’Orée du Bois,95490,Vauréal,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Relais d'sciences - Le Dôme,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://ledome.info/,Mathieu Debar,02 61 45 19 35,,,,,3 Esplanade Stéphane Hessel,14000,Caen,France,,Mathieu Debar,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Hack'Eure,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://hackeurelab.fr/,Vincent Sortelle,,,,,,1118 Rue de Cocherel,27000,Evreux,France,,Vincent Sortelle,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Manche Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://manchenumerique.fr/,Véronique BIDAN, 0233778360,,,,,205 Rue Joseph Cugnot,50000,Saint-Lô,France,,Véronique BIDAN,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Esix Cherbourg,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.unicaen.fr/esix/,Mélanie Tjollyn (étudiante),,,,,,60 rue Max-Pol Fouchet  CS 20082,50130,Cherbourg,France,,Mélanie Tjollyn (étudiante),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
L’écloserie numérique,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://ecloserie-numerique.com/,Xavier de Mazenod,,,,,,La Clairière,61500,Boitron,France,,Xavier de Mazenod,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les Fils conducteurs,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,76000,Rouen,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les Copeaux numériques,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,76140,Le Petit-Quevilly,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLab de Montivilliers,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Olivier Longour,,,,,,2 rue du champ de foire,76290,Montivilliers,France,,Olivier Longour,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
lh3d — Lycée Jules Siegfried,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://lh3d.fr/,Boris.L,02 35 11 25 56,,,,,CCI  181 Quai Frissard,76600,Le Havre,France,,Boris.L,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
CREALAB,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.eurekatech.fr/contact/,,05 45 25 51 00,,,,,70 Rue Jean Doucet  16470 Saint-Michel,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Fablab 19,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,05 55 86 48 00,,,,,7 Rue Jules Vallès  19100 Brive-la-Gaillarde,19100,Brive,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Quincaillerie numérique,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.laquincaillerie.tl/,Eric Durand, 05 55 80 93 25,,,,,22 Avenue Charles de Gaulle  23000 Guéret,23000,Guéret,France,,Eric Durand,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Mars’Hack Fablab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://mars-hack-lab.fr/,Arnaud Zany,,,,,,"95 Route de Bordeaux
24430 Marsac-sur-l’Isle",,Marsac,France,,Arnaud Zany,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Bordeaux école numérique,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,33130,Bègles,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Communauté de Communes de Montesquieu,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,05 57 96 79 63,,,,,,33650,Martillac,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
L'Établi – UTL Landes,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://letabli.net/,Fernand,,,,,,pôle associatif - 18 rue de Moscou,40140,Soustons,France,,Fernand,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Pulseo,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://pulseo.fr/makeo/,Pol Olory,05 24 26 30 10,,,,,1 Avenue de la Gare  40100 Dax,40100,Dax,France,,Pol Olory,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Mips-Lab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://www.mips-lab.net/informations-pratiques,Guillaume,,,,,,4 Rue Despourrins  64000 Pau,64000,Pau,France,,Guillaume,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Fab'Brique - Le Fablab du Béarn des Gaves,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://lafabbrique.org/du/,Rick Palmer ,,,,,,"Module#3 - La Station RD27
64390 Sauveterre-de-Béarn",64390,Sauveterre-de-Béarn,France,,Rick Palmer ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Betalab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.labetapi.fr/,Kim Delagarde,,,,,,5 Rue du Bourgneuf  79500 Melle,79500,Melle,France,,Kim Delagarde,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les Usines (nouvelles),,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://lesusines.fr/fablab/,Julien Rat,,,,,,La Filature  Avenue de la Plage  ,86240,Ligugé,France,,Julien Rat,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
FabLCube,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,11  Allée des Gravelles  87280 Limoges,87000,Limoges,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Flame,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://www.cm-ariege.fr/flame-2796.html,Christophe Huertas,05.61.02.22.83,,,,,2  rue Jean Moulin – BP 90026,,Foix,France,,Christophe Huertas,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Deltalab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Carcassonne,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Acilab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Peter Wollny,,,,,,,,Limoux,France,,Peter Wollny,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Trait d’Union accompagnement,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Limoux,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le Grand Narbonne,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Laurie Bullich,04 11 23 22 00,,,,,,,Narbonne,France,,Laurie Bullich,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
RuTech / FabLab de la MJC de Rodez,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,David Marois,,,,,,1 rue saint cyrice,,Rodez,France,,David Marois,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
CréaLab - MillauLab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,www.millaulab.fr,,05 65 60 08 00,,,,,10 Boulevard Sadi Carnot  Millau,,Millau,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Les incroyables possibles,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://lefablab.fr/,Rajâa,,,,,,69 Rue Georges Besse,,Nimes,France,,Rajâa,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Artilect,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://artilect.fr/,Nicolas Lassabe,,,,,,27Bis Allée Maurice Sarraut,,Toulouse,France,,Nicolas Lassabe,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Créatech,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Toulouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Makers & Co,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,3 rue rodolose,,Toulouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le Rambot du Cactus,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,1 rue des Teinturiers,,Toulouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Roselab,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,55 avenue Louis Bréguet,,Toulouse,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
MJC de St Jean,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,05 32 09 67 60,,,,,,,Saint-Jean,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
LabTop Innovation,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Figarol,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Le Facteur Humain,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Ayguesvives,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Info@Lèze,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Lagardelle-sur-Lèze,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
La Bobine,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,,,,,,,,,Auch,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
web 5,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,http://fablab.web-5.org/,,,,,,,,,Béziers,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Partage Innov Saint-Pierre,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,,Benoît Sijobert,,,,,,3 rue Ginies Mares,,Palavas-les-flots,France,,Benoît Sijobert,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
LabSud,,DIY,PROTECTION,DIY/FABLAB,,ENTREPRISE,,https://labsud.org/,"Mentzo de WINTER
",,,,,,120 allée John Napier,,Montpellier,France,,"Mentzo de WINTER
",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
Num'n'Coop,,DIY,PROTECTION,DIY/FABLAB,,,,http://numncoop.fr/,Alban Tiberghien,04.48.25.00.23,,,,,12  rue Albert Einstien,,Mende,France,,Alban Tiberghien,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
SquareGoLab,,DIY,PROTECTION,DIY/FABLAB,,,,,Joris Navarro,,,,,,,,Perpignan,France,,Joris Navarro,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,OUI,30/03/2020
