titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Stratasys Face Shield,Visière de protection,SANTE,PROTECTION,DIY,VISIERE,GROUPE,,https://go.stratasys.com/lp-face-shield.html,,,PLA,,,,NA,NA,NA,NA,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,Pas de matériau de support,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,en,TS,NR,,OUI,
"Specifications for a simple open source mechanical ventilator
",Respirateur,SANTE,,DIY,RESPIRATEUR_VENTILATOR,,,https://docs.google.com/document/d/1FNPwrQjB1qW1330s5-S_-VB0vDHajMWKieJRjINCNeE/preview,,,,,,,,,,,,,,,,,NR,,OUI,
MIT Emergency Ventilator (E-Vent) Project,Almost every bed in a hospital has a manual resuscitator (Ambu-Bag) nearby  available in the event of a rapid response or code where healthcare workers maintain oxygenation by squeezing the bag. Automating this appears to be the simplest strategy that satisfies the need for low-cost mechanical ventilation  with the ability to be rapidly manufactured in large quantities. However  doing this safely is not trivial.,SANTE,,DIY,RESPIRATEUR_VENTILATOR,INSTITUTION,MIT,https://e-vent.mit.edu/,,,,,,,,,,,https://e-vent.mit.edu/wp-content/uploads/2020/03/002-testing-2048x1536.jpg,,,,,,NR,,OUI,
 Coronavirus : téléchargez le modèle de masque barrière,AFNOR met à disposition gratuitement un référentiel pour faciliter et accélérer la fabrication en série ou artisanale d’un nouveau modèle de masque  dit « masque barrière ». Celui-ci vise protéger la population saine  en complément des indispensables gestes barrières face au Coronavirus.,SANTE,,DIY,MASQUE_TISSU,NR,AFNOR,https://www.afnor.org/actualites/coronavirus-telechargez-le-modele-de-masque-barriere/,,,,,,,,,,,https://www.afnor.org/wp-content/uploads/2020/03/GettyImages-pixelfit-1212782109.jpg,,,,,,NR,,OUI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comme à la maison,liste de ressources gratuites,LOISIRS,HELP,INITIATIVE/APP,ENTRAIDE,INDIVIDU,,http://comme-a-la-maison.herokuapp.com/,,,-,-,-,-,NA,NA,NA,FRANCE,http://comme-a-la-maison.herokuapp.com/assets/logo-e1b76801f2461469e4395714eed38b2fbf8dc54a1c848f1bfc6dc3b356c822a7.png,-,,oui,fr,JPy,NR,,OUI,
Continuité pédagogique,Une communauté de citoyen·nes qui soutiennent les enseignant·es dans leurs pratiques numériques pour assurer (au mieux) la continuité pédagogique durant l’épidémie du coronavirus en France. ,EDUCATION,HELP,INITIATIVE/APP,ENTRAIDE,INSTITUTION,,https://www.continuitepedagogique.org/,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_5.png?raw=true,-,,oui,fr,JPy,NR,,OUI,
Listing Latitudes,liste des initiatives recensées par Latitudes,NUMERIQUE,HELP,INITIATIVE/APP,ENTRAIDE,ASSO,,https://www.latitudes.cc/covid19,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_9.png?raw=true,-,,oui,fr,JPy,NR,,OUI,
En première ligne,Réseau d'entraide dans la lutte contre l'épidémie de Covid-19. ,HELP,HELP,INITIATIVE/APP,ENTRAIDE,INSTITUTION,,https://enpremiereligne.fr,,,-,-,-,-,NA,NA,NA,FRANCE,https://enpremiereligne.fr/res/logo.svg,-,,oui,fr,JPy,NR,,OUI,
Veille coronavirus,carto évolution des cas,INFOS/DATA,CARTO,INITIATIVE/APP,STAT,INDIVIDU,,https://veille-coronavirus.fr/,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_1.png?raw=true,-,,oui,fr,JPy,NR,,OUI,
Ca reste ouvert,Carte des commerces ouverts durant l'épidémie,ALIMENTAIRE,CARTO,INITIATIVE/APP,CARTO,NR,,https://www.caresteouvert.fr,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_3.png?raw=true,-,,oui,fr,JPy,NR,,OUI,
Je veux aider,Réserve civique,HELP,,INITIATIVE/APP,ENTRAIDE,NR,,http://jeveuxaider.gouv.fr,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_7.png?raw=true,-,,oui,fr,JPy,NR,,OUI,
MUR project,Respirateur de fortune MUR,SANTE,HOPITAL,DIY,RESPIRATEUR_VENTILATOR,NR,,https://www.mur-project.org/,,,-,-,-,-,NA,NA,NA,FRANCE,https://www.mur-project.org/medias/bannerProject.jpg,-,,oui,fr,JPy,NR,,OUI,
Paniers locaux / Lyon,Paniers,ALIMENTAIRE,CARTO,INITIATIVE/APP,ENTRAIDE,NR,,https://www.promus.fr/paniers-locaux-sur-lyon,,,-,-,-,-,NA,NA,NA,FRANCE,https://global-uploads.webflow.com/5d88e0f4a39a4852f66f095d/5dce9e7d8763a18dfad854eb_logo_V3_Web_fond_trsp.png,-,,oui,fr,JPy,NR,,OUI,
Paniers locaux / Nantes,Paniers,ALIMENTAIRE,CARTO,INITIATIVE/APP,ENTRAIDE,NR,,https://www.promus.fr/paniers-locaux,,,-,-,-,-,NA,NA,NA,FRANCE,https://global-uploads.webflow.com/5d88e0f4a39a4852f66f095d/5dce9e7d8763a18dfad854eb_logo_V3_Web_fond_trsp.png,-,,oui,fr,JPy,NR,,OUI,
SOS Equipement,Ils sont en première ligne. Aidons-les à trouver le matériel dont ils manquent cruellement.,SANTE/HELP,,INITIATIVE/APP,MISE_RELATION,NR,,https://sosequipements.fr,,,-,-,-,-,NA,NA,NA,FRANCE,https://sosequipements.fr/doctors.svg,-,,oui,fr,JPy,NR,,OUI,
A vos Masques,mise en relation sur les masques en tissu,SANTE/HELP,,INITIATIVE/APP,MISE_RELATION,NR,,https://www.avosmasques.fr/,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_1.png?raw=true,,,oui,fr,CG,NR,,OUI,
DéfiCOVID,Défi national qui vise à recenser toutes les actions ouvertes proposées pour combattre le COVID-19 : isolement  courses  masques  respirateur  auto-diagnostic  reporting  sécurité  résilience humaine... et à orienter les bonnes volontés citoyennes !,SANTE/HELP,,INITIATIVE/APP,MISE_RELATION,NR,,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit#gid=537276310,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_1.png?raw=true,,,,,JPy,NR,,OUI,
Documentation de l'algorithme d'orientation COVID19,Diagnostique rapide et evaluation du taux de risque + recommandation ,SANTE,,INITIATIVE/APP,INFO,INSTITUTION,,https://delegation-numerique-en-sante.github.io/covid19-algorithme-orientation/,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,https://github.com/opencovid19-fr/,,,JPy,NR,,OUI,
Corona Status, Aidez-nous à estimer et prédire la propagation du corona-virus dans votre région ,NR,,INITIATIVE/APP,STAT,INSTITUTION,,https://coronastatus.fr/,,,-,-,-,-,NA,NA,NA,FRANCE,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_12.png?raw=true,,,,,JPy,NR,,OUI,
My disease 2 EZ,Un réseau social pour les personnes handicapées ou atteintes de maladies rares  leur entourage et les aidants,SANTE/HELP,,INITIATIVE/APP,ENTRAIDE,NR,,https://www.mydisease2ez.com/,,,-,-,-,-,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_1.png?raw=true,,,,en,JPy,NR,,OUI,
Corona Tracker,listes et chiffres de la maladie par pays,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.coronatracker.com/,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_1.png?raw=true,,,,en,JPy,NR,,OUI,
Open Covid 19 initiative,L'initiative OpenCovid19 est un programme dont le but est de développer collectivement des outils et méthodes open-source et bas-coût qui sont sûrs et faciles à utiliser pour combattre la pandémie de Covid19. Tout le monde peut participer !,SANTE,,INITIATIVE/APP,MAKERS,GROUPE,,https://app.jogl.io/program/2,,,,,,,NA,NA,NA,INTERNATIONAL,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,,,en,JPy,NR,,OUI,
coronavirus.app,Coronavirus statistics by map.,DATA,,INITIATIVE/APP,STAT,NR,,https://coronavirus.app/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
coronavirusinfections.org,Health information on coronavirus infections with detailed statistics from around the world. Data can be exported in 7 different formats.,INFOS/DATA,,INITIATIVE/APP,INFO,NR,,https://coronavirusinfections.org/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
thewuhanvirus.com,Coronavirus statistics by the countries.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://thewuhanvirus.com/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
sgwuhan.xose.net,Coronavirus map.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://sgwuhan.xose.net/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,non,en,JPy,NR,,-,
the2019ncov.com,Map  data and timeline of coronavirus (2019-nCoV).,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://the2019ncov.com/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
wuflu.live,Real-time updates and stats for the Coronavirus.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://wuflu.live/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
outbreak.my,Malaysia outbreakmMonitor and live updates.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.outbreak.my/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
epidemictracker.com,Epidemic Tracking and Data Science.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.epidemictracker.com/2019-Novel-Coronavirus-2019-nCoV,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
go.gov.sg/covid-19-dashboard,Official Update of COVID -19 Situation in Singapore.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://go.gov.sg/covid-19-dashboard,,,,,,,NA,NA,NA,SINGAPORE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
shiny.john-coene.com/coronavirus,Coronavirus Tracker.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://shiny.john-coene.com/coronavirus,,,,,,,NA,NA,NA,CHINE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
corona.rade.ir,نقشه‌ی مبتلایان به ویروس COVID-19 در ایران.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://corona.rade.ir/,,,,,,,NA,NA,NA,IRAN,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
coronavirus.zone,Outbreak map of novel coronavirus 2019-nCoV.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://coronavirus.zone/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o/fr,JPy,NR,,OUI,
balad.ir,مراکز درمانی ویژه کرونا بر روی نقشه.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://balad.ir/search/corona-test-hospitals,,,,,,,NA,NA,NA,IRAN,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o,JPy,NR,,OUI,
talksub.com/covid19,For US. Interactive map  per state data table  chart  news articles.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://talksub.com/covid19,,,,,,,NA,NA,NA,USA,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
opendatadpc.maps.arcgis.com,COVID-19 ITALIA.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,http://opendatadpc.maps.arcgis.com/apps/opsdashboard/index.html#/b0c68bce2cce478eaac82fe38d4138b1,,,,,,,NA,NA,NA,ITALIIE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
alessiodl.github.io/COVID19Dashboard,CoViD-19 Dashboard Italia.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://alessiodl.github.io/COVID19Dashboard/dist/index.html,,,,,,,NA,NA,NA,ITALIIE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
coronaviruslive.it,Situazione Coronavirus in Italia - LIVE,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://coronaviruslive.it/,,,,,,,NA,NA,NA,ITALIIE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
stayinghome.club,A list of all the companies WFH or events changed because of covid-19.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://stayinghome.club/,,,,,,,NA,NA,NA,NR,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
korona.ws,Koronawirus w Polsce.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://korona.ws/,,,,,,,NA,NA,NA,POLOGNE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o/fr,JPy,NR,,OUI,
coronainusa.com,Corona Virus Near Me.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.coronainusa.com/,,,,,,,NA,NA,NA,USA,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
covid19esp.herokuapp.com,Coronavirus en Español - Panel de estadísticas en Español con los últimos datos recibidos.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covid19esp.herokuapp.com/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,es,JPy,NR,,OUI,
covid-api.com,COVID-19 Statistics API based on public data by Johns Hopkins CSSE,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covid-api.com/,,,,,,,NA,NA,NA,NR,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
CovidStats,Coronavirus charts and reports,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.covidstats.com/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
covidabruzzo.it,Coronavirus in Abruzzo - I dati aggiornati,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covidabruzzo.it/,,,,,,,NA,NA,NA,ITALIE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it/fr,JPy,NR,,OUI,
Corona-tracker,Web app to track Coronavirus with primary focus on India,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://corona-tracker-2020.netlify.com/,,,,,,,NA,NA,NA,INDE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
Covid-19 statistics,Web app to get covid-19 statistics around the world  built for french people,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://souryvath.github.io/ng-covid-19/,,,,,,,NA,NA,NA,,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,,,JPy,NR,,-,
Covid-19 Philippines,Website to get covid-19 statistics for the Philippines.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://covid19ph.com/,,,,,,,NA,NA,NA,PHILIPPINES,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
Official Covid-19 Philippines,Official government website for tracking covid-19 for the Philippines.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://ncovtracker.doh.gov.ph/,,,,,,,NA,NA,NA,PHILIPPINES,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
Coronavirus Monitor,Coronavirus monitor  mainly for Germany,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://interaktiv.morgenpost.de/corona-virus-karte-infektionen-deutschland-weltweit/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,de,JPy,NR,,OUI,
Covid-19 in Morocco,Morocco COVID-19 Coronavirus Tracker,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,http://covidmaroc.ma/,,,,,,,NA,NA,NA,MAROC,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,o,JPy,NR,,OUI,
CORONAFLASH,World-wide Coronavirus stats and predictions  and a toilet-paper predictor,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://coronaflash.com/,,,,,,,NA,NA,NA,,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,,,JPy,NR,,-,
California Coronavirus,California Coronavirus Map,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://californiacoronavirus.org/,,,,,,,NA,NA,NA,USA,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
COVID-19 World dashboard,Coronavirus outbreak COVID-19 World dashboard. Data updated everyminute  for every country  state/region  province/city,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://cov19.xyz/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
corona helden,Platform to connect medical institutions with qualified helpers in case of health care system overload (prototype  oss).,HELP/SANTE,,INITIATIVE/APP,MISE_RELATION,NR,,https://corona-helden-app-prod.azurewebsites.net/search,,,,,,,NA,NA,NA,ALLEMAGNE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,de,JPy,NR,,OUI,
GocoronaGo,GocoronaGo website shows the latest COVID-19 (CoronaVirus) stats in India along with charts  maps and Growth Rate.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://gocoronago.ml/,,,,,,,NA,NA,NA,INDE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
coronastatistics.live,Get the latest toll numbers for the Novel Coronavirus epidemic  see affected regions  stats  casualties and more information to track  stay vigilant and travel safe.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://coronastatistics.live/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
covidstatus.com,CovidStatus - A location-aware app with clean UI that puts you at the center of local covid-19 news with realtime updates.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,http://covidstatus.com/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
COVID-19 Tracker Ita,Charts with the data on the emergency of Codiv-19 in Italy with data provided by the Department of Civil Protection.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://polilluminato.github.io/covid19trackerita/,,,,,,,NA,NA,NA,ITALIE,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,it,JPy,NR,,OUI,
worldcoronavirus.org,Coronavirus (COVID-19) Pandemic Global Information & Statistics.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://worldcoronavirus.org/,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
worldometers.info,Coronavirus Live Update Stats.,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://www.worldometers.info/coronavirus,,,,,,,NA,NA,NA,INTERNATIONAL,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
COVID-19 Tracker For Pakistan,COVID 19 Tracker For Pakistan,INFOS/DATA,,INITIATIVE/APP,STAT,NR,,https://pakistan-covid19.herokuapp.com/,,,,,,,NA,NA,NA,PAKISTAN,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
Help with COVID,COVID-19 projects looking for volunteers,HELP/SANTE,,INITIATIVE/APP,ENTRAIDE,NR,,https://helpwithcovid.com/,,,,,,,NA,NA,NA,,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,en,JPy,NR,,OUI,
Maladie Coronavirus,Questionnaire sur le coronavirus,HELP/SANTE,,INITIATIVE/APP,INFO,NR,,https://maladiecoronavirus.fr/,,,,,,,NA,NA,NA,NA,,,https://github.com/soroushchehresa/awesome-coronavirus/blob/master/README.md,oui,fr,JPy,NR,,OUI,
Freerider Factory - RESERVE D’IMPRESSION 3D,En enregistrant vos imprimantes dans le registre de la Réserve Citoyenne d’Impression 3D vous pourrez être mis en relation avec des établissements de santé en manque d’approvisionnement proches de chez vous.,HELP/SANTE,,INITIATIVE/APP,MISE_RELATION,NR,,https://3d.freerider-factory.fr/,,,,,,,NA,NA,NA,FRANCE,,,,oui,fr,JPy,NR,,OUI,
MIT - Rapid Innovation Dashboard - Covid19 ,Information  resources  and opportunities for the MIT Community to rapidly activate and engage in urgent problem-solving on Covid-19/Coronavirus Disease,HELP/SANTE,,INITIATIVE/APP,MAKERS,NR,,https://innovation.mit.edu/rapid_inno_dash_c19/,,,,,,,NA,NA,NA,ETATS-UNIS,,,,oui,en,JPy,NR,,OUI,
COVID19 - Hub des initiatives tech,Le Conseil national du numérique recense les initiative tech contre le COVID19,NUMERIQUE,,INITIATIVE/APP,MAKERS,NR,,https://covid19.cnnumerique.fr/,,,,,,,NA,NA,NA,FRANCE,https://covid19.cnnumerique.fr/logo-cnnum.png,,,oui,en,JPy,NR,,OUI,
App-Elles,L'application solidaire des femmes et des filles victimes de violences,HELP/NUMERIQUE,,INITIATIVE/APP,ENTRAIDE,NR,,https://www.app-elles.fr/,,,,,,,NA,NA,NA,FRANCE,https://cheekmagazine.fr/wp-content/uploads/2018/03/mobile-5.jpg,,,oui,en,JPy,NR,,OUI,
https://www.unitedmakers.net/forum/index.php,Plateforme d'échange et d'entraide entre offre et demande de solutions pour combattre le COVID19 par l'ingéniosité locale.,HELP/SANTE,,INITIATIVE/DIY,MAKERS,NR,,,,,,,,,,,,,,,,,,,,,,
Genome Covid,Génome du Covid,HELP/SANTE,,INITIATIVE/APP,INFO,NR,,https://www.ncbi.nlm.nih.gov/nuccore/MN908947.3,,,,,,,NA,NA,NA,INTERNATIONAL,,,,oui,en,JPy,NR,,OUI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Door Opener,Permet d'ouvrir tout type de porte sans contact avec les mains,SANTE,PROTECTION,DIY,-,GROUPE,,https://www.thingiverse.com/thing:4229393,,,,,,,,,,,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,PLA  PETG  PA12,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,épaisseur de coque 1 2mm ; remplissage 20%,OUI,29/03/2020
Mask X-Factor,permet de lutter efficacement en multipliant et optimisant l’utilisation des masques médicaux à filtres certifiés existants. Un seul masque peut alors devenir 5 à 10 nouveaux masques avec les mêmes capacités filtrantes. lavable en machine ou lave vaisselle.,SANTE,PROTECTION,DIY,MASQUE_I3D,ENTREPRISE,Fabulou Impression 3D,https://sketchfab.com/fabulous,,,http://fabulous.com.co/blog/3d-printed-x-factor-mask-covid-19-fabulous-tech-center-proposal/,,,,,,,,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,TPU 70A en SLS,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,TPU en grade médical avec contact cutané certifié,OUI,29/03/2020
"Respirateur
Open Source",Projet Open source (+300 contributeurs) pour la création d'un dispositif d'assistance respiratoire,SANTE,PROTECTION,DIY,RESPIRATEUR_VENTILATOR,GROUPE,,,,,"https://techcrunch.com/2020/03/19/open-source-project-spins-up-3d-printed-ventilator-validation-prototype-in-just-one-week/?guccounter=1

",,,,,,,,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_10.png?raw=true,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,,NR,,OUI,29/03/2020
3D printed valve for adapting existing design (Decathlon) to ventilator outlet,,SANTE,,DIY,MASQUE,NR,,https://www.isinnova.it/easy-covid19-eng/,,,,,,,,,,,https://www.isinnova.it/wp-content/uploads/2020/03/DSC3147-scaled.jpg,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
"Absolutely minimal 5-minute face shield mask

- quality: DIY
- easy to disinfect (eg. isopropyl alcohol)
- protects eyes
- soft
- protects face sides
- cheap
- easy to make
- easy breathing
- accommodates glasses
- no 3D printing  no tools except scissors",,SANTE,,DIY,VISIERE,NR,,"Bigger image: 
https://drive.google.com/file/d/1H-DY-kSeRG0nuzhS_YG8iCuNvne5G5Pv/view?usp=sharing

Can create a tutorial if needed.",,,"David Šmehlík
dvsmehlik@gmail.com
@David",,,,,,,,https://zupimages.net/viewer.php?id=20/13/0mj9.png,,https://docs.google.com/spreadsheets/d/1e81ceSrVT6Bl4UaS1SxIUUUzgZAdkIstU7Hzot08Ld8/edit#gid=46475755,,,,NR,,OUI,
