titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
Th industries,45 imprimantes FDM,NUMERIQUE,,DIY,,ENTREPRISE,,www.thindustries.fr,,0695876158,FDM,45 imprimantes FDM,,,,,Angers,France,,45 imprimantes FDM,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
EXPREZIS,Plus de 100 entre celles en interne et notre réseau de maker'Z (clients-fournisseurs partenaires pro certifiés),NUMERIQUE,,DIY,,ENTREPRISE,,www.exprezis.fr,contact@exprezis.fr,0782898025,FDM  SLA/DLP  SLS  MJF  SLM  DLMS  PLJ  PMC,Plus de 100 entre celles en interne et notre réseau de maker'Z (clients-fournisseurs partenaires pro certifiés),,,,,ANGERS,France,,Plus de 100 entre celles en interne et notre réseau de maker'Z (clients-fournisseurs partenaires pro certifiés),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Myimpression3d,1CR10 S + 1 zortrax M200+1 elegoo MARS,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.myimpression3d.com/,myimpression3d@gmail.com,0661019067,FDM + DLP,1CR10 S + 1 zortrax M200+1 elegoo MARS,,,,,Cherbourg,France,,1CR10 S + 1 zortrax M200+1 elegoo MARS,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PRIMANTE 3D ,Média ,NUMERIQUE,,DIY,,ENTREPRISE,,www.primante3d.com,moussion.alexandre@gmail.com,0678200722,,Média ,,,,,France,France,,Média ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ALCHIMIES / OPEN EDGE,une quarantaine de machine 3D dans la technologie filaire regroupés sur l'usine de Dieuze,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.alchimies.eu/,alain@alchimies.fr,07 83 19 04 91,FDM,une quarantaine de machine 3D dans la technologie filaire regroupés sur l'usine de Dieuze,,,,,Dieuze,France,,une quarantaine de machine 3D dans la technologie filaire regroupés sur l'usine de Dieuze,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PPI / NOVALL,Machines de production additives PA 11,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.novall.fr,ronald.bosch@novall.fr,06 08 77 07 99,SLS,Machines de production additives PA 11,,,,,Porcelette,France,,Machines de production additives PA 11,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PRECIPRINT 3D,Machine 3D System Polyjet 3500 HD MAX / STRATASY 1200 SST,NUMERIQUE,,DIY,,ENTREPRISE,,www.preciprint3d.com,kevin.solleu@preciprint3d.com,684988516,MJM,Machine 3D System Polyjet 3500 HD MAX / STRATASY 1200 SST,,,,,,France,,Machine 3D System Polyjet 3500 HD MAX / STRATASY 1200 SST,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
HoliMaker,2 presses à injections plastiques HoliPress,NUMERIQUE,,DIY,,ENTREPRISE,,www.holimaker.fr,contact@holimaker.fr,,,2 presses à injections plastiques HoliPress,,,,,Metz,France,,2 presses à injections plastiques HoliPress,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Arianeplast,2 lignes d'extrusion de filaments 3D 15 imprimantes FDM,NUMERIQUE,,DIY,,ENTREPRISE,,www.arianeplast.com,arianeplast@outlook.com,0652043431,FDM,2 lignes d'extrusion de filaments 3D 15 imprimantes FDM,,,,,Sarrebourg,France,,2 lignes d'extrusion de filaments 3D 15 imprimantes FDM,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
DAGOMA 3D," +300 imprimantes 3D profesionelles FDM grand volume
 + un reseau de clients prêt a imrpimer partout en France de 3000 personnes. ",NUMERIQUE,,DIY,,ENTREPRISE,,www.dagoma3D.com/covid-19 ,,0666758455,FDM only," +300 imprimantes 3D profesionelles FDM grand volume
 + un reseau de clients prêt a imrpimer partout en France de 3000 personnes. ",,,,,Roubaix,France,," +300 imprimantes 3D profesionelles FDM grand volume
 + un reseau de clients prêt a imrpimer partout en France de 3000 personnes. ",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
LATTICE MEDICAL ,Une dizaine de machines FDM (Ultimaker S5  Ultimaker 3),NUMERIQUE,,DIY,,ENTREPRISE,,HTTPS://www.lattice-medical.com,Julien.payen@lattice-medical.com,0673590871,FDM,Une dizaine de machines FDM (Ultimaker S5  Ultimaker 3),,,,,Lille,France,,Une dizaine de machines FDM (Ultimaker S5  Ultimaker 3),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SDMG INGENIERIE MECANIQUE,1 MACHINE 3D GENCE ONE et parc machines centres d'usinage 3 et 5 axes et tours CN 2 3 et 4 axes,NUMERIQUE,,DIY,,ENTREPRISE,,http://sdmg-entreprise.fr/,,0673523285,FDM,1 MACHINE 3D GENCE ONE et parc machines centres d'usinage 3 et 5 axes et tours CN 2 3 et 4 axes,,,,,Linselles,France,,1 MACHINE 3D GENCE ONE et parc machines centres d'usinage 3 et 5 axes et tours CN 2 3 et 4 axes,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Techshop Lille,,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.techshoplm.fr/,jean-patrick.delaplace@techshoplm.fr,0627177238,"SLA FDM 
POLYJET",,,,,,Lille,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Decathlon,"1x form2
2 ulti 2 extend
1 ulti 3 extend
1 raise n2+pro
12 Disco easy 
1 Tobeca T1066
1 connex object 260 avec tango plus flex ",NUMERIQUE,,DIY,,ENTREPRISE,,,,,"MJF
DLP","1x form2
2 ulti 2 extend
1 ulti 3 extend
1 raise n2+pro
12 Disco easy 
1 Tobeca T1066
1 connex object 260 avec tango plus flex ",,,,,Lille,France,,"1x form2
2 ulti 2 extend
1 ulti 3 extend
1 raise n2+pro
12 Disco easy 
1 Tobeca T1066
1 connex object 260 avec tango plus flex ",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3D-MO,"5x DiscoEasy200 Dagoma
2x Neva Dagoma
2x Zortrax M200
1x CR10-S Creality",NUMERIQUE,,DIY,,ENTREPRISE,,http://3d-mo.fr/,3dmo.contact@gmail.com,0768367531,FDM,"5x DiscoEasy200 Dagoma
2x Neva Dagoma
2x Zortrax M200
1x CR10-S Creality",,,,,Roubaix,France,,"5x DiscoEasy200 Dagoma
2x Neva Dagoma
2x Zortrax M200
1x CR10-S Creality",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
latelierdeguizmo,"1 imprimante Raise 3D pro 2 plus double extrudeur cacpacité 300x300x600mm
Scanner 3D",NUMERIQUE,,DIY,,ENTREPRISE,,www.latelierdeguizmo.fr,contact@latelierdeguizmo.fr,0619808123,FDM,"1 imprimante Raise 3D pro 2 plus double extrudeur cacpacité 300x300x600mm
Scanner 3D",,,,,0,France,,"1 imprimante Raise 3D pro 2 plus double extrudeur cacpacité 300x300x600mm
Scanner 3D",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Accante,15 x Zortrax m200+ / 5 x Zortrax m200 / 1 x Zortrax m300 / 1  x Zortrax m300+ / 1 x Formlabs form 2,NUMERIQUE,,DIY,,ENTREPRISE,,www.accante.com,stephane@accante.com,0768871632,FDM - SLA,15 x Zortrax m200+ / 5 x Zortrax m200 / 1 x Zortrax m300 / 1  x Zortrax m300+ / 1 x Formlabs form 2,,,,,Boulogne sur mer,France,,15 x Zortrax m200+ / 5 x Zortrax m200 / 1 x Zortrax m300 / 1  x Zortrax m300+ / 1 x Formlabs form 2,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
R3D,,NUMERIQUE,,DIY,,ENTREPRISE,,www.r3d-maker.fr,,0601681012,,,,,,,Loos-en-Gohelle,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
mp3d-france,20 anycubic mega et 1 mega x  1 raise  1 zortraxm200 1 créality cr10 max  1 sla   ,NUMERIQUE,,DIY,,ENTREPRISE,,www.mp3d-frnce.fr,philippe@mp3d-france.fr,621327199,,20 anycubic mega et 1 mega x  1 raise  1 zortraxm200 1 créality cr10 max  1 sla   ,,,,,Marquise,France,,20 anycubic mega et 1 mega x  1 raise  1 zortraxm200 1 créality cr10 max  1 sla   ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
,,NUMERIQUE,,DIY,,ENTREPRISE,,,,,,,,,,,,France,,,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
GIE 3D PARTNER,"Nombreuses FDM y compris grande dimension jusqu'à 1m3
1 machine SLS PA11/PA12/PP/TPU
2 Machines METAL
Machine résine dont une PROJET HD3500max
Usinage de toute matières plastiques
Coulée sous vide",NUMERIQUE,,DIY,,ENTREPRISE,,https://www.3partner.fr,contact@3dpartner.fr,0617373476,SLS /SLM /SLA / FDM,"Nombreuses FDM y compris grande dimension jusqu'à 1m3
1 machine SLS PA11/PA12/PP/TPU
2 Machines METAL
Machine résine dont une PROJET HD3500max
Usinage de toute matières plastiques
Coulée sous vide",,,,,TINCQUES,France,,"Nombreuses FDM y compris grande dimension jusqu'à 1m3
1 machine SLS PA11/PA12/PP/TPU
2 Machines METAL
Machine résine dont une PROJET HD3500max
Usinage de toute matières plastiques
Coulée sous vide",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SANOFI,Raise 3D  Formlab Form2,NUMERIQUE,,DIY,,ENTREPRISE,,,alain.guillaume@sanofi.com,0643146679,FDM  SLA,Raise 3D  Formlab Form2,,,,,Vertolaye ,France,,Raise 3D  Formlab Form2,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Hall32,"Services : 
Conception mécanique  Fabrication Additive  Fabrication Conventionnelle

Machines :
HP MJF 4200
Stratasys Fortus 450mc
4x Dagoma DiscoEasy 200
4x Makerbot Replicator
2x SnapMaker",NUMERIQUE,,DIY,,ENTREPRISE,,www.hall32.fr,pole-industrie@hall32.fr,06.21.55.31.54,FDM  MJF,"Services : 
Conception mécanique  Fabrication Additive  Fabrication Conventionnelle

Machines :
HP MJF 4200
Stratasys Fortus 450mc
4x Dagoma DiscoEasy 200
4x Makerbot Replicator
2x SnapMaker",,,,,Clermont-Ferrand,France,,"Services : 
Conception mécanique  Fabrication Additive  Fabrication Conventionnelle

Machines :
HP MJF 4200
Stratasys Fortus 450mc
4x Dagoma DiscoEasy 200
4x Makerbot Replicator
2x SnapMaker",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
MATTERPIX,9 Machines (FDM  SLA  Usinage  Laser CO2),NUMERIQUE,,DIY,,ENTREPRISE,,https://www.matterpix.com,matterpix@gmail.com,0473738116,FDM  SLA  LASER,9 Machines (FDM  SLA  Usinage  Laser CO2),,,,,CLERMONT-FD,France,,9 Machines (FDM  SLA  Usinage  Laser CO2),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Lynxter,7 machines (volume diam 390x600mm),NUMERIQUE,,DIY,,ENTREPRISE,,https://lynxter.fr/,contact@lynxter.fr,33769375191,FDM  dépose liquide,7 machines (volume diam 390x600mm),,,,,Bayonne,France,,7 machines (volume diam 390x600mm),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
SOMOCAP,Form lab Form 3,NUMERIQUE,,DIY,,ENTREPRISE,,,m.minvielle@somocap.com,0781151016,SLA,Form lab Form 3,,,,,JATXOU,France,,Form lab Form 3,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Créaluz / Communaute d'Agglo Pays Basque,1 machine Lynxter S600D,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.technopolepaysbasque.fr/fr/4-sites-technopolitains/ocean-start/le-site-crealuz.html,a.fresier@communaute-paysbasque.fr,0761192087,FDM  dépose liquide,1 machine Lynxter S600D,,,,,Saint Jean de Luz,France,,1 machine Lynxter S600D,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PCC France,1 Ultimaker S5 + 2 autres Cubex,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.pccstructurals.com/locations/pcc-structurals-france.html,remi.suarez@pcc-france.fr,0682430512,FDM,1 Ultimaker S5 + 2 autres Cubex,,,,,Ogeu-les-bains,France,,1 Ultimaker S5 + 2 autres Cubex,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
CAD'indus,Objet500 Connex 2 & 3  Raise Pro 2 + Modélisation 3D,NUMERIQUE,,DIY,,ENTREPRISE,,www.cadindus.fr,thierry.schneider@cadindus.fr,0609483665,Polyjet & FDM,Objet500 Connex 2 & 3  Raise Pro 2 + Modélisation 3D,,,,,Mulhouse,France,,Objet500 Connex 2 & 3  Raise Pro 2 + Modélisation 3D,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
IS2M,1 DWS 28J+  1 ASIGA PICO 2 HD,NUMERIQUE,,DIY,,ENTREPRISE,,https://www.is2m.uha.fr/fr/accueil/,arnaud.spangenberg@uha.fr,0777261325,SLA,1 DWS 28J+  1 ASIGA PICO 2 HD,,,,,Mulhouse,France,,1 DWS 28J+  1 ASIGA PICO 2 HD,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3D TOTEM,Je peux mettre à disposition toutes mes imprimantes DLP et LIPS à impression extrèmement rapide sur grand plateau. Plus de 20 machines à impression simultanée de tous les éléments sur le plateau (330x180x300/190x120x200). 300L de résine en stock.,NUMERIQUE,,DIY,,ENTREPRISE,,www.3d-totem.fr,clement.perez@3d-totem.fr,0619175789,SLA grand plateau  technologie LED ET ECRAN LCD,Je peux mettre à disposition toutes mes imprimantes DLP et LIPS à impression extrèmement rapide sur grand plateau. Plus de 20 machines à impression simultanée de tous les éléments sur le plateau (330x180x300/190x120x200). 300L de résine en stock.,,,,,Lyon,France,,Je peux mettre à disposition toutes mes imprimantes DLP et LIPS à impression extrèmement rapide sur grand plateau. Plus de 20 machines à impression simultanée de tous les éléments sur le plateau (330x180x300/190x120x200). 300L de résine en stock.,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
3DZ France,1 MT  1 Form3  1 M200,NUMERIQUE,,DIY,,ENTREPRISE,,www.3DZ.fr,info@3dz.fr,0699166212,fdm + SLA,1 MT  1 Form3  1 M200,,,,,Lyon,France,,1 MT  1 Form3  1 M200,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
A3D L'Atelier Numérique,1 Raise N2 + 1 Witbox + 2 Zortrax + 1 CR10 + 1 form2,NUMERIQUE,,DIY,,ENTREPRISE,,www.ateliers3d.com,contact@ateliers3d.com,0675523446,FDM + SLA,1 Raise N2 + 1 Witbox + 2 Zortrax + 1 CR10 + 1 form2,,,,,Arnas,France,,1 Raise N2 + 1 Witbox + 2 Zortrax + 1 CR10 + 1 form2,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
ATTOM,Conception mécanique et électronique. M200,NUMERIQUE,,DIY,,ENTREPRISE,,http://attom.eu/,kevin.meurdefroid@attom.eu,0678569544,FDM,Conception mécanique et électronique. M200,,,,,Lyon/Brignais,France,,Conception mécanique et électronique. M200,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
EOS Electro Optical Systems,Un réseau de partenaires-clients avec savoir faire et nombreuses machines SLS que nous pouvons actionner très rapidement. De la matière pour produire des pièces SLS,NUMERIQUE,,DIY,,ENTREPRISE,,www.eos.info,eos-France@eos.info,0633878653,SLS & SLM,Un réseau de partenaires-clients avec savoir faire et nombreuses machines SLS que nous pouvons actionner très rapidement. De la matière pour produire des pièces SLS,,,,,Lyon,France,,Un réseau de partenaires-clients avec savoir faire et nombreuses machines SLS que nous pouvons actionner très rapidement. De la matière pour produire des pièces SLS,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Framatome,3 imprimantes 3D plastique (1 A2 et 2 A4),NUMERIQUE,,DIY,,ENTREPRISE,,www.framatome.com,michael.dessagne@framatome.com,0685191182,FDM,3 imprimantes 3D plastique (1 A2 et 2 A4),,,,,Lyon,France,,3 imprimantes 3D plastique (1 A2 et 2 A4),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
JCV3D,1 BCN3D + 1 imprimante spéciale POM (Acétal),NUMERIQUE,,DIY,,ENTREPRISE,,http://jcv3d.com/,vingiano3d@gmail.com,0680161450,FDM,1 BCN3D + 1 imprimante spéciale POM (Acétal),,,,,Blacè,France,,1 BCN3D + 1 imprimante spéciale POM (Acétal),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
KREOS,1xHP4200  1HP580  2x ASIGA,NUMERIQUE,,DIY,,ENTREPRISE,,www.kreos.fr,d.hamant@kreos.fr,0621851468,MJF  DLP,1xHP4200  1HP580  2x ASIGA,,,,,LYON,France,,1xHP4200  1HP580  2x ASIGA,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
makers' lab emlyon business school,20 zortrax M200,NUMERIQUE,,DIY,,ENTREPRISE,,https://makerslab.em-lyon.com,javelle@em-lyon.com,0682140681,FDM,20 zortrax M200,,,,,Ecully,France,,20 zortrax M200,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
OneOrtho Medical,2x EOS P110 (PA2200),NUMERIQUE,,DIY,,ENTREPRISE,,http://www.oneortho-medical.com/Wordpress/,asanner@oneortho-medical.com,0617705598,SLS,2x EOS P110 (PA2200),,,,,St Genis Laval ,France,,2x EOS P110 (PA2200),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
RHEVE 3D,12 Zortrax M300/+ disponibles,NUMERIQUE,,DIY,,ENTREPRISE,,https://rheve3d.com,contact@rheve3d.com,04 28 29 71 85,FDM  SLS  DLP  CJP,12 Zortrax M300/+ disponibles,,,,,Vénissieux,France,,12 Zortrax M300/+ disponibles,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Silex 3D Print,12 machines,NUMERIQUE,,DIY,,ENTREPRISE,,https://silex3dprint.fr,contact@silex3Dprint.fr,06 76 23 24 78,FDM SLS SLA,12 machines,,,,,Lyon Roanne,France,,12 machines,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Allizé Plasturgie,"x1 Polyjet Objet 30
 x1 HP MJF 580 Color
 x1 Envisiontec Vector 3SP
 x1 x1 Asiga Freeformer 75
 x1 Omni 3D Factory 2.0
 x1 Markforged Marktwo
 x1 Raise 3D N2 dual
 x1 Volumic Steam Pro",NUMERIQUE,,DIY,,ENTREPRISE,,https://www.allize-plasturgie.org/fr/services/accompagnement-fabrication-additive,s.rodrigues@allize-plasturgie.com,=+33669609529,FDM  SLA  DLP  MJF  PolyJet,"x1 Polyjet Objet 30
 x1 HP MJF 580 Color
 x1 Envisiontec Vector 3SP
 x1 x1 Asiga Freeformer 75
 x1 Omni 3D Factory 2.0
 x1 Markforged Marktwo
 x1 Raise 3D N2 dual
 x1 Volumic Steam Pro",,,,,Lyon,France,,"x1 Polyjet Objet 30
 x1 HP MJF 580 Color
 x1 Envisiontec Vector 3SP
 x1 x1 Asiga Freeformer 75
 x1 Omni 3D Factory 2.0
 x1 Markforged Marktwo
 x1 Raise 3D N2 dual
 x1 Volumic Steam Pro",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PolyOne IQ Design,1 Volumic 3D Ultra + design & ingénierie ,NUMERIQUE,,DIY,,ENTREPRISE,,www.polyone.com,marc.mezailles@polyone.com,0627532186,FDM,1 Volumic 3D Ultra + design & ingénierie ,,,,,Lyon,France,,1 Volumic 3D Ultra + design & ingénierie ,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
FABULOUS sarl,2 P1000 prodways,NUMERIQUE,,DIY,,ENTREPRISE,,http://www.fabulous.com.co/,arnault@fabulous.com.co,0676794474,SLS,2 P1000 prodways,,,,,Lyon ,France,,2 P1000 prodways,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
Platetform IDPro,"Objet 24 stratasys		Vero white photopolymere
FDM XYZ printing		ABS/PLA
FDM Upmini		ABS
markforged mark two		Onyx +charge",NUMERIQUE,,DIY,,ENTREPRISE,,http://www.plateforme-idpro.fr/,marc.benbahi@ac-lyon.fr,0687021684,,"Objet 24 stratasys		Vero white photopolymere
FDM XYZ printing		ABS/PLA
FDM Upmini		ABS
markforged mark two		Onyx +charge",,,,,Givors ,France,,"Objet 24 stratasys		Vero white photopolymere
FDM XYZ printing		ABS/PLA
FDM Upmini		ABS
markforged mark two		Onyx +charge",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
MK3D,3 machines FDM (2 imprimantes 220x220x250 et 1 imprimante 320x320x250),NUMERIQUE,,DIY,,ENTREPRISE,,www.mk3d.fr,vincent.lapierre@mk3d.fr,767 34 47 70,FDM,3 machines FDM (2 imprimantes 220x220x250 et 1 imprimante 320x320x250),,,,,Chalon sur Saône,France,,3 machines FDM (2 imprimantes 220x220x250 et 1 imprimante 320x320x250),https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
PLATEFORM3D,OBJET30 et FORTUS 450mc,NUMERIQUE,,DIY,,ENTREPRISE,,www.plateform3D.com,jean-jacques.liodenot@sayens.fr,0672589434,Polyjet & Fdm,OBJET30 et FORTUS 450mc,,,,,Le Creusot,France,,OBJET30 et FORTUS 450mc,https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
LAUM,"1 Ultimaker S5
1 Form 2
1 RAISE N2
1 Découpe laser SPEEDY 100",NUMERIQUE,,DIY,,ENTREPRISE,,www.laum.univ-lemans.fr,alann.renault@univ-lemans.fr,0622926876,FDM / SLA / Découpe laser,"1 Ultimaker S5
1 Form 2
1 RAISE N2
1 Découpe laser SPEEDY 100",,,,,Le Mans,France,,"1 Ultimaker S5
1 Form 2
1 RAISE N2
1 Découpe laser SPEEDY 100",https://docs.google.com/spreadsheets/d/1AuFOZjWxkcBIKoZVbi31pURp7h0B0VY9O9Rmct-_KU4/edit?usp=sharing,,,JPy,,,NON,30/04/2020
